"","V1","V2"
"718","KIR3DL2","Natural killer T cell"
"719","NCR1","Natural killer T cell"
"720","FOSL1","Natural killer T cell"
"721","TSLP","Natural killer T cell"
"722","SLC7A7","Natural killer T cell"
"723","SPP1","Natural killer T cell"
"724","TREM2","Natural killer T cell"
"725","UBASH3A","Natural killer T cell"
"726","YBX2","Natural killer T cell"
"727","CCDC88A","Natural killer T cell"
"728","CLEC1A","Natural killer T cell"
"729","THBD","Natural killer T cell"
"730","PDPN","Natural killer T cell"
"731","VCAM1","Natural killer T cell"
"732","EMR1","Natural killer T cell"
"733","CREB5","Neutrophil"
"734","CDA","Neutrophil"
"735","CHST15","Neutrophil"
"736","S100A12","Neutrophil"
"737","APOBEC3A","Neutrophil"
"738","CASP5","Neutrophil"
"739","MMP25","Neutrophil"
"740","HAL","Neutrophil"
"741","C1orf183","Neutrophil"
"742","FFAR2","Neutrophil"
"743","MAK","Neutrophil"
"744","CXCR1","Neutrophil"
"745","STEAP4","Neutrophil"
"746","MGAM","Neutrophil"
"747","BTNL8","Neutrophil"
"748","CXCR2","Neutrophil"
"749","TNFRSF10C","Neutrophil"
"750","VNN3","Neutrophil"
"751","CBX6","Plasmacytoid dendritic cell"
"752","DAB2","Plasmacytoid dendritic cell"
"753","DDX17","Plasmacytoid dendritic cell"
"754","HIGD1A","Plasmacytoid dendritic cell"
"755","IDH3A","Plasmacytoid dendritic cell"
"756","IL3RA","Plasmacytoid dendritic cell"
"757","MAGED1","Plasmacytoid dendritic cell"
"758","NUCB2","Plasmacytoid dendritic cell"
"759","OFD1","Plasmacytoid dendritic cell"
"760","OGT","Plasmacytoid dendritic cell"
"761","PDIA4","Plasmacytoid dendritic cell"
"762","SERTAD2","Plasmacytoid dendritic cell"
"763","SIRPA","Plasmacytoid dendritic cell"
"764","TMED2","Plasmacytoid dendritic cell"
"765","ENG","Plasmacytoid dendritic cell"
"766","FCAR","Plasmacytoid dendritic cell"
"767","IGF1","Plasmacytoid dendritic cell"
"768","ITGA2B","Plasmacytoid dendritic cell"
"769","GABARAP","Plasmacytoid dendritic cell"
"770","GPX1","Plasmacytoid dendritic cell"
"771","KRT23","Plasmacytoid dendritic cell"
"772","PROK2","Plasmacytoid dendritic cell"
"773","RALB","Plasmacytoid dendritic cell"
"774","RETNLB","Plasmacytoid dendritic cell"
"775","RNF141","Plasmacytoid dendritic cell"
"776","SEC14L1","Plasmacytoid dendritic cell"
"777","SEPX1","Plasmacytoid dendritic cell"
"778","EMP3","Plasmacytoid dendritic cell"
"779","CD300LF","Plasmacytoid dendritic cell"
"780","ABTB1","Plasmacytoid dendritic cell"
"781","KLHL21","Plasmacytoid dendritic cell"
"782","PHRF1","Plasmacytoid dendritic cell"
